Date,SKU,Unit Price,Quantity,Total Price
2019-01-09,Cafe Caramel,160,3,480
2019-01-09,Vanilla Double Scoop,80,2,160
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Butterscotch Single Scoop,60,4,240
2019-01-09,Vanilla Single Scoop,50,4,200
2019-01-09,Vanilla Double Scoop,80,3,240
2019-01-09,Vanilla Single Scoop,50,4,200
2019-01-09,Vanilla Double Scoop,80,5,400
2019-01-09,Vanilla Double Scoop,80,1,80
2019-01-09,Butterscotch Double Scoop,90,1,90
2019-01-09,Vanilla Single Scoop,50,1,50
2019-01-09,Death by Chocolate,180,2,360
2019-01-09,Hot Chocolate Fudge,120,2,240
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Butterscotch Single Scoop,60,1,60
2019-01-09,Banana Split,140,4,560
2019-01-09,Death by Chocolate,180,5,900
2019-01-09,Death by Chocolate,180,5,900
2019-01-09,Cake Fudge,150,2,300
2019-01-09,Caramel Crunch Single Scoop,70,5,350
2019-01-09,Death by Chocolate,180,5,900
2019-01-09,Butterscotch Single Scoop,60,5,300
2019-01-09,Vanilla Double Scoop,80,2,160
2019-01-09,Vanilla Single Scoop,50,1,50
2019-01-09,Butterscotch Single Scoop,60,3,180
2019-01-09,Cake Fudge,150,4,600
2019-01-09,Rocky Road Single Scoop,50,4,200
2019-01-09,Cake Fudge,150,2,300
2019-01-09,Rocky Road Double Scoop,80,5,400
2019-01-09,Cake Fudge,150,4,600
2019-01-09,Vanilla Single Scoop,50,3,150
2019-01-09,Vanilla Double Scoop,80,5,400
2019-01-09,Butterscotch Single Scoop,60,4,240
2019-01-09,Butterscotch Single Scoop,60,4,240
2019-01-09,Pista Single Scoop,60,1,60
2019-01-09,Cafe Caramel,160,4,640
2019-01-09,Cafe Caramel,160,2,320
2019-01-09,Butterscotch Single Scoop,60,3,180
2019-01-09,Death by Chocolate,180,3,540
2019-01-09,Cake Fudge,150,5,750
2019-01-09,Butterscotch Single Scoop,60,5,300
2019-01-09,Hot Chocolate Fudge,120,3,360
2019-01-09,Vanilla Double Scoop,80,3,240
2019-01-09,Cake Fudge,150,3,450
2019-01-09,Butterscotch Single Scoop,60,1,60
2019-01-09,Vanilla Single Scoop,50,3,150
2019-01-09,Cake Fudge,150,2,300
2019-01-09,Vanilla Double Scoop,80,3,240
2019-01-09,Caramel Crunch Single Scoop,70,5,350
2019-01-09,Cake Fudge,150,2,300
2019-01-09,Cake Fudge,150,2,300
2019-01-09,Butterscotch Single Scoop,60,5,300
2019-01-09,Vanilla Double Scoop,80,4,320
2019-01-09,Butterscotch Single Scoop,60,2,120
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Vanilla Single Scoop,50,2,100
2019-01-09,Vanilla Double Scoop,80,1,80
2019-01-09,Trilogy,160,5,800
2019-01-09,Death by Chocolate,180,4,720
2019-01-09,Vanilla Single Scoop,50,3,150
2019-01-09,Pista Single Scoop,60,2,120
2019-01-09,Pista Double Scoop,90,5,450
2019-01-09,Hot Chocolate Fudge,120,4,480
2019-01-09,Vanilla Double Scoop,80,2,160
2019-01-09,Vanilla Double Scoop,80,2,160
2019-01-09,Hot Chocolate Fudge,120,4,480
2019-01-09,Vanilla Double Scoop,80,1,80
2019-01-09,Cake Fudge,150,4,600
2019-01-09,Hot Chocolate Fudge,120,2,240
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Butterscotch Single Scoop,60,2,120
2019-01-09,Hot Chocolate Fudge,120,1,120
2019-01-09,Vanilla Single Scoop,50,5,250
2019-01-09,Death by Chocolate,180,5,900
2019-01-09,Vanilla Double Scoop,80,5,400
2019-01-09,Cake Fudge,150,4,600
2019-01-09,Pista Single Scoop,60,1,60
2019-01-09,Butterscotch Single Scoop,60,3,180
2019-01-09,Hot Chocolate Fudge,120,5,600
2019-01-09,Hot Chocolate Fudge,120,3,360
2019-01-09,Hot Chocolate Fudge,120,3,360
2019-01-09,Butterscotch Single Scoop,60,4,240
2019-01-10,Death by Chocolate,180,5,900
2019-01-10,Hot Chocolate Fudge,120,2,240
2019-01-10,Dry Fruit Single Scoop,60,2,120
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Cake Fudge,150,4,600
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Double Scoop,80,2,160
2019-01-10,Death by Chocolate,180,3,540
2019-01-10,Vanilla Single Scoop,50,2,100
2019-01-10,Cafe Caramel,160,5,800
2019-01-10,Cake Fudge,150,4,600
2019-01-10,Vanilla Single Scoop,50,3,150
2019-01-10,Rocky Road Single Scoop,50,5,250
2019-01-10,Death by Chocolate,180,5,900
2019-01-10,Vanilla Single Scoop,50,4,200
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Pista Double Scoop,90,4,360
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Caramel Crunch Double Scoop,100,3,300
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Butterscotch Single Scoop,60,1,60
2019-01-10,Cake Fudge,150,1,150
2019-01-10,Caramel Crunch Double Scoop,100,2,200
2019-01-10,Rocky Road Single Scoop,50,4,200
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Cafe Caramel,160,1,160
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Cafe Caramel,160,3,480
2019-01-10,Hot Chocolate Fudge,120,1,120
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Dry Fruit Single Scoop,60,4,240
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Vanilla Single Scoop,50,2,100
2019-01-10,Dry Fruit Double Scoop,90,5,450
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Vanilla Single Scoop,50,3,150
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Vanilla Single Scoop,50,1,50
2019-01-10,Vanilla Double Scoop,80,2,160
2019-01-10,Butterscotch Single Scoop,60,3,180
2019-01-10,Rocky Road Double Scoop,80,3,240
2019-01-10,Butterscotch Single Scoop,60,2,120
2019-01-10,Butterscotch Single Scoop,60,5,300
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Caramel Crunch Double Scoop,100,2,200
2019-01-10,Vanilla Double Scoop,80,2,160
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Vanilla Single Scoop,50,5,250
2019-01-10,Butterscotch Single Scoop,60,1,60
2019-01-10,Butterscotch Single Scoop,60,1,60
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Hot Chocolate Fudge,120,2,240
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Single Scoop,50,4,200
2019-01-10,Death by Chocolate,180,3,540
2019-01-10,Hot Chocolate Fudge,120,2,240
2019-01-10,Cake Fudge,150,1,150
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Cake Fudge,150,4,600
2019-01-10,Death by Chocolate,180,5,900
2019-01-10,Caramel Crunch Single Scoop,70,4,280
2019-01-10,Fig and Honey Double Scoop,90,4,360
2019-01-10,Vanilla Single Scoop,50,1,50
2019-01-10,Hot Chocolate Fudge,120,1,120
2019-01-10,Hot Chocolate Fudge,120,1,120
2019-01-10,Vanilla Single Scoop,50,5,250
2019-01-10,Dry Fruit Single Scoop,60,5,300
2019-01-10,Vanilla Double Scoop,80,2,160
2019-01-10,Cafe Caramel,160,3,480
2019-01-10,Caramel Crunch Single Scoop,70,2,140
2019-01-10,Hot Chocolate Fudge,120,4,480
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Hot Chocolate Fudge,120,2,240
2019-01-10,Vanilla Single Scoop,50,4,200
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Death by Chocolate,180,4,720
2019-01-10,Vanilla Single Scoop,50,1,50
2019-01-10,Cake Fudge,150,3,450
2019-01-10,Vanilla Single Scoop,50,1,50
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Mint Fudge,120,2,240
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Single Scoop,50,4,200
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Cake Fudge,150,5,750
2019-01-10,Hot Chocolate Fudge,120,4,480
2019-01-10,Vanilla Single Scoop,50,5,250
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Butterscotch Single Scoop,60,3,180
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Vanilla Single Scoop,50,3,150
2019-01-10,Hot Chocolate Fudge,120,1,120
2019-01-10,Cafe Caramel,160,2,320
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Death by Chocolate,180,2,360
2019-01-10,Death by Chocolate,180,2,360
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Hot Chocolate Fudge,120,4,480
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Butterscotch Single Scoop,60,3,180
2019-01-10,Caramel Crunch Single Scoop,70,4,280
2019-01-10,Vanilla Double Scoop,80,1,80
2019-01-10,Vanilla Single Scoop,50,3,150
2019-01-10,Cake Fudge,150,4,600
2019-01-10,Pista Double Scoop,90,5,450
2019-01-10,Butterscotch Double Scoop,90,5,450
2019-01-10,Death by Chocolate,180,2,360
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Rocky Road Single Scoop,50,1,50
2019-01-10,Death by Chocolate,180,5,900
2019-01-10,Vanilla Single Scoop,50,3,150
2019-01-10,Death by Chocolate,180,3,540
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Cake Fudge,150,3,450
2019-01-10,Vanilla Single Scoop,50,2,100
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-10,Cake Fudge,150,3,450
2019-01-10,Vanilla Double Scoop,80,3,240
2019-01-10,Pista Single Scoop,60,1,60
2019-01-10,Hot Chocolate Fudge,120,5,600
2019-01-10,Cake Fudge,150,1,150
2019-01-10,Hot Chocolate Fudge,120,1,120
2019-01-10,Pista Single Scoop,60,2,120
2019-01-10,Vanilla Double Scoop,80,5,400
2019-01-10,Butterscotch Single Scoop,60,4,240
2019-01-10,Vanilla Single Scoop,50,1,50
2019-01-10,Hot Chocolate Fudge,120,3,360
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Butterscotch Single Scoop,60,2,120
2019-01-11,Cafe Caramel,160,3,480
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Vanilla Single Scoop,50,5,250
2019-01-11,Butterscotch Single Scoop,60,5,300
2019-01-11,Cake Fudge,150,1,150
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Vanilla Single Scoop,50,5,250
2019-01-11,Pista Double Scoop,90,2,180
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Chocolate Europa Double Scoop,100,5,500
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Pista Double Scoop,90,3,270
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Vanilla Double Scoop,80,3,240
2019-01-11,Butterscotch Single Scoop,60,1,60
2019-01-11,Cafe Caramel,160,3,480
2019-01-11,Cake Fudge,150,1,150
2019-01-11,Chocolate Europa Double Scoop,100,2,200
2019-01-11,Vanilla Single Scoop,50,5,250
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Mint Fudge,120,2,240
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Caramel Crunch Double Scoop,100,5,500
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Cafe Caramel,160,5,800
2019-01-11,Hot Chocolate Fudge,120,4,480
2019-01-11,Death by Chocolate,180,3,540
2019-01-11,Death by Chocolate,180,3,540
2019-01-11,Fig and Honey Single Scoop,60,4,240
2019-01-11,Cake Fudge,150,3,450
2019-01-11,Vanilla Double Scoop,80,2,160
2019-01-11,Cake Fudge,150,3,450
2019-01-11,Rocky Road Single Scoop,50,2,100
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Cake Fudge,150,3,450
2019-01-11,Hot Chocolate Fudge,120,1,120
2019-01-11,Vanilla Single Scoop,50,1,50
2019-01-11,Pista Single Scoop,60,4,240
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Vanilla Double Scoop,80,2,160
2019-01-11,Cake Fudge,150,1,150
2019-01-11,Vanilla Single Scoop,50,4,200
2019-01-11,Cafe Caramel,160,5,800
2019-01-11,Dry Fruit Double Scoop,90,3,270
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Pista Single Scoop,60,4,240
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Vanilla Double Scoop,80,3,240
2019-01-11,Vanilla Double Scoop,80,1,80
2019-01-11,Cake Fudge,150,5,750
2019-01-11,Cake Fudge,150,5,750
2019-01-11,Cake Fudge,150,4,600
2019-01-11,Butterscotch Single Scoop,60,5,300
2019-01-11,Vanilla Double Scoop,80,1,80
2019-01-11,Dew Drop Sundae,150,1,150
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Butterscotch Single Scoop,60,3,180
2019-01-11,Butterscotch Single Scoop,60,1,60
2019-01-11,Death by Chocolate,180,4,720
2019-01-11,Cake Fudge,150,5,750
2019-01-11,Butterscotch Single Scoop,60,1,60
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Hot Chocolate Fudge,120,4,480
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Pista Double Scoop,90,2,180
2019-01-11,Hot Chocolate Fudge,120,1,120
2019-01-11,Dry Fruit Double Scoop,90,1,90
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Death by Chocolate,180,2,360
2019-01-11,Butterscotch Single Scoop,60,3,180
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Cafe Caramel,160,3,480
2019-01-11,Cake Fudge,150,5,750
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Cafe Caramel,160,3,480
2019-01-11,Death by Chocolate,180,1,180
2019-01-11,Cafe Caramel,160,3,480
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Pista Double Scoop,90,5,450
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Hot Chocolate Fudge,120,1,120
2019-01-11,Death by Chocolate,180,2,360
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Butterscotch Single Scoop,60,3,180
2019-01-11,Vanilla Double Scoop,80,2,160
2019-01-11,Vanilla Single Scoop,50,3,150
2019-01-11,Hot Chocolate Fudge,120,1,120
2019-01-11,Hot Chocolate Fudge,120,4,480
2019-01-11,Hot Chocolate Fudge,120,2,240
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Butterscotch Single Scoop,60,1,60
2019-01-11,Vanilla Single Scoop,50,5,250
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Vanilla Single Scoop,50,4,200
2019-01-11,Vanilla Double Scoop,80,1,80
2019-01-11,Vanilla Single Scoop,50,5,250
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Cafe Caramel,160,2,320
2019-01-11,Cafe Caramel,160,2,320
2019-01-11,Cafe Caramel,160,1,160
2019-01-11,Cake Fudge,150,1,150
2019-01-11,Cake Fudge,150,4,600
2019-01-11,Butterscotch Single Scoop,60,5,300
2019-01-11,Butterscotch Single Scoop,60,2,120
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Mint Fudge,120,3,360
2019-01-11,Cake Fudge,150,5,750
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Pista Single Scoop,60,5,300
2019-01-11,Vanilla Double Scoop,80,3,240
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Vanilla Double Scoop,80,2,160
2019-01-11,Cake Fudge,150,2,300
2019-01-11,Cake Fudge,150,3,450
2019-01-11,Cafe Caramel,160,2,320
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Butterscotch Single Scoop,60,3,180
2019-01-11,Vanilla Double Scoop,80,3,240
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Death by Chocolate,180,5,900
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Caramel Crunch Single Scoop,70,4,280
2019-01-11,Butterscotch Single Scoop,60,5,300
2019-01-11,Death by Chocolate,180,4,720
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Cake Fudge,150,1,150
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Death by Chocolate,180,2,360
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Vanilla Double Scoop,80,5,400
2019-01-11,Cafe Caramel,160,2,320
2019-01-11,Hot Chocolate Fudge,120,3,360
2019-01-11,Trilogy,160,2,320
2019-01-11,Hot Chocolate Fudge,120,5,600
2019-01-11,Chocolate Europa Double Scoop,100,3,300
2019-01-11,Vanilla Single Scoop,50,2,100
2019-01-11,Vanilla Double Scoop,80,4,320
2019-01-11,Hot Chocolate Fudge,120,4,480
2019-01-11,Butterscotch Single Scoop,60,3,180
2019-01-11,Dew Drop Sundae,150,4,600
2019-01-11,Hot Chocolate Fudge,120,1,120
2019-01-11,Butterscotch Single Scoop,60,4,240
2019-01-11,Banana Split,140,2,280
2019-01-11,Vanilla Double Scoop,80,1,80
2019-01-12,Vanilla Single Scoop,50,3,150
2019-01-12,Cafe Caramel,160,5,800
2019-01-12,Vanilla Single Scoop,50,4,200
2019-01-12,Vanilla Single Scoop,50,2,100
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Cafe Caramel,160,5,800
2019-01-12,Cafe Caramel,160,5,800
2019-01-12,Cafe Caramel,160,2,320
2019-01-12,Butterscotch Single Scoop,60,5,300
2019-01-12,Cake Fudge,150,4,600
2019-01-12,Butterscotch Single Scoop,60,1,60
2019-01-12,Vanilla Single Scoop,50,1,50
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Fig and Honey Single Scoop,60,4,240
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Cake Fudge,150,5,750
2019-01-12,Vanilla Single Scoop,50,2,100
2019-01-12,Vanilla Single Scoop,50,2,100
2019-01-12,Vanilla Single Scoop,50,1,50
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Death by Chocolate,180,4,720
2019-01-12,Butterscotch Single Scoop,60,5,300
2019-01-12,Butterscotch Single Scoop,60,4,240
2019-01-12,Dry Fruit Single Scoop,60,5,300
2019-01-12,Death by Chocolate,180,2,360
2019-01-12,Vanilla Single Scoop,50,2,100
2019-01-12,Rocky Road Single Scoop,50,3,150
2019-01-12,Cake Fudge,150,3,450
2019-01-12,Cafe Caramel,160,5,800
2019-01-12,Cake Fudge,150,4,600
2019-01-12,Chocolate Europa Double Scoop,100,5,500
2019-01-12,Vanilla Single Scoop,50,4,200
2019-01-12,Caramel Crunch Double Scoop,100,4,400
2019-01-12,Cafe Caramel,160,2,320
2019-01-12,Death by Chocolate,180,2,360
2019-01-12,Butterscotch Single Scoop,60,2,120
2019-01-12,Vanilla Double Scoop,80,3,240
2019-01-12,Cake Fudge,150,5,750
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Dry Fruit Double Scoop,90,5,450
2019-01-12,Butterscotch Single Scoop,60,3,180
2019-01-12,Death by Chocolate,180,4,720
2019-01-12,Vanilla Double Scoop,80,2,160
2019-01-12,Dry Fruit Double Scoop,90,5,450
2019-01-12,Butterscotch Single Scoop,60,4,240
2019-01-12,Cake Fudge,150,4,600
2019-01-12,Cafe Caramel,160,3,480
2019-01-12,Vanilla Single Scoop,50,1,50
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Vanilla Single Scoop,50,5,250
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Vanilla Double Scoop,80,3,240
2019-01-12,Hot Chocolate Fudge,120,1,120
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Vanilla Double Scoop,80,2,160
2019-01-12,Butterscotch Single Scoop,60,3,180
2019-01-12,Cake Fudge,150,5,750
2019-01-12,Hot Chocolate Fudge,120,1,120
2019-01-12,Vanilla Single Scoop,50,2,100
2019-01-12,Butterscotch Single Scoop,60,5,300
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Cake Fudge,150,2,300
2019-01-12,Vanilla Single Scoop,50,3,150
2019-01-12,Vanilla Double Scoop,80,1,80
2019-01-12,Cake Fudge,150,1,150
2019-01-12,Death by Chocolate,180,1,180
2019-01-12,Almond Fudge,150,2,300
2019-01-12,Chocolate Europa Single Scoop,70,1,70
2019-01-12,Hot Chocolate Fudge,120,1,120
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Vanilla Single Scoop,50,5,250
2019-01-12,Caramel Crunch Single Scoop,70,3,210
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Cafe Caramel,160,1,160
2019-01-12,Vanilla Double Scoop,80,2,160
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Cake Fudge,150,1,150
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Butterscotch Single Scoop,60,2,120
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Trilogy,160,4,640
2019-01-12,Cake Fudge,150,5,750
2019-01-12,Hot Chocolate Fudge,120,1,120
2019-01-12,Hot Chocolate Fudge,120,3,360
2019-01-12,Hot Chocolate Fudge,120,3,360
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Death by Chocolate,180,1,180
2019-01-12,Vanilla Double Scoop,80,5,400
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Vanilla Double Scoop,80,3,240
2019-01-12,Cake Fudge,150,4,600
2019-01-12,Vanilla Single Scoop,50,4,200
2019-01-12,Vanilla Single Scoop,50,3,150
2019-01-12,Vanilla Single Scoop,50,1,50
2019-01-12,Cake Fudge,150,4,600
2019-01-12,Vanilla Double Scoop,80,3,240
2019-01-12,Vanilla Double Scoop,80,5,400
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Cake Fudge,150,2,300
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Butterscotch Single Scoop,60,4,240
2019-01-12,Butterscotch Single Scoop,60,2,120
2019-01-12,Cake Fudge,150,5,750
2019-01-12,Caramel Crunch Single Scoop,70,3,210
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Vanilla Double Scoop,80,5,400
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Vanilla Double Scoop,80,1,80
2019-01-12,Death by Chocolate,180,2,360
2019-01-12,Vanilla Double Scoop,80,5,400
2019-01-12,Hot Chocolate Fudge,120,4,480
2019-01-12,Fig and Honey Double Scoop,90,4,360
2019-01-12,Hot Chocolate Fudge,120,5,600
2019-01-12,Death by Chocolate,180,4,720
2019-01-12,Death by Chocolate,180,3,540
2019-01-12,Fig and Honey Single Scoop,60,2,120
2019-01-12,Vanilla Single Scoop,50,4,200
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Cafe Caramel,160,2,320
2019-01-12,Cake Fudge,150,1,150
2019-01-12,Caramel Crunch Single Scoop,70,5,350
2019-01-12,Death by Chocolate,180,1,180
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Vanilla Double Scoop,80,4,320
2019-01-12,Dry Fruit Single Scoop,60,2,120
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Vanilla Double Scoop,80,2,160
2019-01-12,Dew Drop Sundae,150,2,300
2019-01-12,Hot Chocolate Fudge,120,2,240
2019-01-12,Hot Chocolate Fudge,120,3,360
2019-01-12,Dry Fruit Single Scoop,60,2,120
2019-01-12,Vanilla Double Scoop,80,1,80
2019-01-12,Butterscotch Single Scoop,60,2,120
2019-01-12,Death by Chocolate,180,3,540
2019-01-12,Vanilla Double Scoop,80,1,80
2019-01-12,Death by Chocolate,180,3,540
2019-01-13,Dry Fruit Single Scoop,60,2,120
2019-01-13,Vanilla Double Scoop,80,4,320
2019-01-13,Chocolate Europa Single Scoop,70,2,140
2019-01-13,Hot Chocolate Fudge,120,4,480
2019-01-13,Hot Chocolate Fudge,120,2,240
2019-01-13,Hot Chocolate Fudge,120,3,360
2019-01-13,Vanilla Double Scoop,80,4,320
2019-01-13,Cake Fudge,150,5,750
2019-01-13,Hot Chocolate Fudge,120,4,480
2019-01-13,Cake Fudge,150,2,300
2019-01-13,Death by Chocolate,180,5,900
2019-01-13,Hot Chocolate Fudge,120,5,600
2019-01-13,Vanilla Single Scoop,50,4,200
2019-01-13,Cake Fudge,150,4,600
2019-01-13,Cake Fudge,150,4,600
2019-01-13,Vanilla Single Scoop,50,3,150
2019-01-13,Hot Chocolate Fudge,120,2,240
2019-01-13,Dry Fruit Single Scoop,60,2,120
2019-01-13,Vanilla Single Scoop,50,5,250
2019-01-13,Hot Chocolate Fudge,120,1,120
2019-01-13,Butterscotch Single Scoop,60,5,300
2019-01-13,Death by Chocolate,180,5,900
2019-01-13,Death by Chocolate,180,3,540
2019-01-13,Hot Chocolate Fudge,120,4,480
2019-01-13,Cake Fudge,150,2,300
2019-01-13,Butterscotch Single Scoop,60,4,240
2019-01-13,Death by Chocolate,180,4,720
2019-01-13,Cake Fudge,150,2,300
2019-01-13,Cafe Caramel,160,1,160
2019-01-13,Death by Chocolate,180,4,720
2019-01-13,Cafe Caramel,160,2,320
2019-01-13,Hot Chocolate Fudge,120,4,480
2019-01-13,Hot Chocolate Fudge,120,1,120
2019-01-13,Cake Fudge,150,3,450
2019-01-13,Hot Chocolate Fudge,120,5,600
2019-01-13,Mint Fudge,120,4,480
2019-01-13,Vanilla Single Scoop,50,5,250
2019-01-13,Death by Chocolate,180,1,180
2019-01-13,Cake Fudge,150,5,750
2019-01-13,Butterscotch Single Scoop,60,4,240
2019-01-13,Vanilla Single Scoop,50,2,100
2019-01-13,Vanilla Double Scoop,80,5,400
2019-01-13,Vanilla Double Scoop,80,1,80
2019-01-13,Cake Fudge,150,3,450
2019-01-13,Cake Fudge,150,4,600
2019-01-13,Hot Chocolate Fudge,120,3,360
